,br_code,Branch_name,supplier_code,Supplier_name,item_code,Item_name,qty,line_level_rate,qty_calc,total
792,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12382,DR REDDYS LABORATORIES LTD,204100,ECLOSPAN CREAM 5GM,4,38.41,4,153.64
793,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12382,DR REDDYS LABORATORIES LTD,204101,ECLOSPAN CREAM 15GM,4,102.30,4,409.20
794,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12382,DR REDDYS LABORATORIES LTD,204106,ECONORM SACH,4,39.90,4,159.60
795,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00688,DOSHI BROTHERS,204108,ECOPROT ICE-CREME POW 200GM,4,235.68,4,942.72
796,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00688,DOSHI BROTHERS,204109,ECOPROT K/ELACHI POW 200GM,4,235.68,4,942.72
797,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204112,ECOSPRIN 150MG 14TAB,4,7.98,56,31.92
798,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204113,ECOSPRIN 75MG 14TAB,4,4.06,56,16.24
799,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S15176,MACLEODS PHARMACEUTICALS LTD,204114,ECOX 1000MG 6TAB,4,51.42,24,205.68
800,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S15176,MACLEODS PHARMACEUTICALS LTD,204115,ECOX 800MG 6TAB,4,19.08,24,76.32
801,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S13627,SIDDHAYU HEALTHCARE PVT LTD,204136,EKANGWEER RAS BAID 40TAB,4,62.33,4,249.32
802,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204141,ELAGESIC-FORTE 10TAB,4,32.90,40,131.60
803,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204142,ELAGESIC LINT 30ML,4,73.07,4,292.28
804,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204143,ELAGESIC LINT 60ML,4,122.89,4,491.56
805,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04692,ARHAM DISTRIBUTORS (KALBADEVI),204154,ELDERVIT B 12 COMBIPACK INJ AMP,4,5.55,4,22.20
806,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,204158,ELDOPER 10CAP,4,27.80,40,111.20
807,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204159,ELECTRAL POW 21.80GM,4,15.70,4,62.80
808,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204160,ELECTRAL SACH 4.40GM,4,3.46,4,13.84
809,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S20238,C G MARKETING PVT LT (PHARMA),204163,ELECTROBION ORNG POW 21GM,4,0,4,0
810,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204173,ELIWEL 10MG 10TAB,4,17.10,40,68.40
811,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204174,ELIWEL 25MG 10TAB,4,16.00,40,64.00
812,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),204181,ELOCON LTN 5ML,4,103.50,4,414.00
813,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,204184,ELOVERA SPF15 LTN 60ML,4,0,4,0
814,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204190,ELTOCIN SYP 60ML,4,38.60,4,154.40
815,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S08946,SKITES PHARMA PVT LTD (BHIWANDI),204199,EMANZEN 10TAB,4,91.10,40,364.40
816,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S08946,SKITES PHARMA PVT LTD (BHIWANDI),204200,EMANZEN-D 10TAB,4,135.50,40,542.00
817,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S08946,SKITES PHARMA PVT LTD (BHIWANDI),204201,EMANZEN-FORTE 10TAB,4,134.80,40,539.20
818,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204208,EMESET INJ 2ML AMP,4,4.86,4,19.44
819,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204209,EMESET 4MG 10TAB,4,31.50,40,126.00
820,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204210,EMESET INJ 4ML AMP,4,9.41,4,37.64
821,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204211,EMESET 8MG 10TAB,4,60.30,40,241.20
822,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204219,EMIDOXYN-MD 10TAB,4,58.80,40,235.20
823,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S08946,SKITES PHARMA PVT LTD (BHIWANDI),204240,EMSULIDE 10TAB,4,0,40,0
824,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S08946,SKITES PHARMA PVT LTD (BHIWANDI),204242,EMSULIDE-P 10TAB,4,73.50,40,294.00
825,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204251,ENAPRIL 10MG 10TAB,4,49.50,40,198.00
826,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204261,ENCOF COUGH SYP 100ML,4,61.07,4,244.28
827,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204263,ENCORATE 200MG 10TAB,4,23.00,40,92.00
828,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204264,ENCORATE 300MG 10TAB,4,28.60,40,114.40
829,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204265,ENCORATE 500MG 10TAB,4,55.40,40,221.60
830,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204266,ENCORATE CHRONO 200MG 10TAB,4,23.00,40,92.00
831,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204267,ENCORATE CHRONO 300MG 10TAB,4,41.80,40,167.20
832,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204268,ENCORATE CHRONO 500MG 10TAB,4,59.60,40,238.40
833,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204269,ENCORATE INJ 5ML VIAL,4,21.68,4,86.72
834,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204273,ENDACE 40MG 10TAB,4,204.30,40,817.20
835,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204289,ENERZAL LEMON PWDR 50GM,4,20.54,4,82.16
836,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204290,ENERZAL ORANGE PWDR 50GM,4,20.30,4,81.20
837,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S15176,MACLEODS PHARMACEUTICALS LTD,204314,ENSULES-PLUS 200MG 10CAP,4,0,40,0
838,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204322,ENTERO-QUINOL 20TAB,4,31.80,80,127.20
839,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204324,ENTOFOAM 10% CREAM 20.8GM,4,807.64,4,3230.56
840,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S18658,CADILA PHARMACEUTICALS LTD,204328,ENVAS INJ 1ML AMP,4,163.94,4,655.76
841,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,204329,ENZAR-FORTE 15TAB,4,107.40,60,429.60
842,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204331,ENZOFLAM 10TAB,4,103.10,40,412.40
843,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204332,ENZYPLEX SYP 200ML,4,99.64,4,398.56
844,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204333,ENZYPLEX 10TAB,4,36.50,40,146.00
845,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204334,EOFIL 10TAB,4,16.70,40,66.80
846,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204335,EOFIL-FORTE 10TAB,4,34.60,40,138.40
847,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204337,EPHEDREX EXPT 100ML,4,66.65,4,266.60
848,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01889,SHAH & SAVLA,204341,EPIDOSIN INJ 1ML AMP,4,19.03,4,76.12
849,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S19408,NOVARTIS HEALTHCARE PRIVATE LIMITED,204350,EPITRIL 0.5MG 10TAB,4,25.60,40,102.40
850,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204352,EPIVAL SYP 200ML,4,83.52,4,334.08
851,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204353,EPIVAL 200MG 10TAB,4,0,40,0
852,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17213,ZYDUS HEALTHCARE LIMITED,204357,EPSOLIN 100TAB,4,112.87,4,451.48
853,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17213,ZYDUS HEALTHCARE LIMITED,204358,EPSOLIN INJ 2ML AMP,4,7.64,4,30.56
854,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04019,ABBOTT HEALTHCARE PVT LTD (BHIWANDI),204363,EPTOIN 50MG 150TAB,4,88.50,4,354.00
855,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04019,ABBOTT HEALTHCARE PVT LTD (BHIWANDI),204364,EPTOIN INJ 2ML AMP,4,8.56,4,34.24
856,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04019,ABBOTT HEALTHCARE PVT LTD (BHIWANDI),204365,EPTOIN SYP 200ML,4,48.96,4,195.84
857,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),204383,ERYTHROCIN 250MG 10TAB,4,33.70,40,134.80
858,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),204384,ERYTHROCIN 500MG 10TAB,4,65.60,40,262.40
859,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204388,ERYTOP GEL 20GM,4,123.80,4,495.20
860,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204389,ERYTOP LTN 25ML,4,92.12,4,368.48
861,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204395,ESOCARD 100MG INJ 10ML VIAL,4,132.60,4,530.40
862,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,204400,ESOZ 20MG 15TAB,4,79.65,60,318.60
863,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,204401,ESOZ 40MG 15TAB,4,132.45,60,529.80
864,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204425,ETHASYL 250MG 10TAB,4,80.30,40,321.20
865,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204426,ETHASYL 500MG 10TAB,4,151.00,40,604.00
866,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204427,ETHASYL INJ 2ML AMP,4,33.53,4,134.12
867,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S15176,MACLEODS PHARMACEUTICALS LTD,204446,ETHOMID 10TAB,4,0,40,0
868,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05949,PARSHVA PHARMA,204461,ETOSYS 10TAB,4,128.60,40,514.40
869,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16128,HASMUKHLAL AND SONS,204462,EUCALYPTUS OIL ASHWIN 100ML,4,214.09,4,856.36
870,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16128,HASMUKHLAL AND SONS,204463,EUCALYPTUS OIL ASHWIN 50ML,4,109.66,4,438.64
871,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16128,HASMUKHLAL AND SONS,204464,EUCALYPTUS OIL ASHWIN 5ML,4,15.67,4,62.68
872,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16128,HASMUKHLAL AND SONS,204465,EUCALYPTUS OIL ASHWIN 400ML,4,830.17,4,3320.68
873,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16128,HASMUKHLAL AND SONS,204468,EUCALYPTUS OIL ASHWIN 200ML,4,428.48,4,1713.92
874,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204469,EUCLIDE 40MG 10TAB,4,40.70,40,162.80
875,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204470,EUCLIDE 80MG 10TAB,4,69.50,40,278.00
876,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00688,DOSHI BROTHERS,204477,EUGYNIN-L 10TAB,4,0,40,0
877,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204479,EUKROMA CREAM 20GM,4,91.34,4,365.36
878,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01494,PHARMA ASIA DISTRIBUTOR,204481,EUMOSONE-M CREAM 15GM,4,79.44,4,317.76
879,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204492,EVACUOL GRAN 75GM,4,96.72,4,386.88
880,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204496,EVALON CREAM 15GM,4,338.12,4,1352.48
881,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204498,EVANOVA 20CAP,4,111.97,4,447.88
882,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01494,PHARMA ASIA DISTRIBUTOR,204502,EVECARE 30CAP,4,109.48,4,437.92
883,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01494,PHARMA ASIA DISTRIBUTOR,204503,EVECARE SYP 200ML,4,93.84,4,375.36
884,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S20238,C G MARKETING PVT LT (PHARMA),204514,EVION 200MG 10CAP,4,13.60,40,54.40
885,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S20238,C G MARKETING PVT LT (PHARMA),204516,EVION 600MG 10CAP,4,36.90,40,147.60
886,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S20238,C G MARKETING PVT LT (PHARMA),204517,EVION CREAM NEW 60GM,4,121.40,4,485.60
887,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S18013,SUN PHARMA DISTRIBUTORS LIMITED (RBX),204527,EXEL-M CREAM 16GM,4,69.43,4,277.72
888,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204528,EXELYTE LAXATIVE LIQ 45ML,4,169.34,4,677.36
889,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,204538,EXOCIN E/DROP 5ML,4,0,4,0
890,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S13076,ATOR HEALTH CARE PVT LTD (NEW),204545,EXSORA OINT 15GM,8,207.20,8,1657.60
891,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05897,FERRING PHARMACEUTICALS PVT.LTD.,204600,MINIRIN 0.2MG 30TAB,4,1108.68,4,4434.72
892,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204604,OLMEZEST 10MG 10TAB,4,61.70,40,246.80
893,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17213,ZYDUS HEALTHCARE LIMITED,204617,FALCIGO 60MG INJ VIAL,4,157.15,4,628.60
894,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204619,FAMOCID 20MG 14TAB,4,3.50,56,14.00
895,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204620,FAMOCID 40MG 14TAB,4,6.44,56,25.76
896,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),204630,FAMTAC 40MG 14TAB,4,21.70,56,86.80
897,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01036,KISHOR ENTERPRISE,204648,FAS-3 KIT,4,76.73,4,306.92
898,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,204654,FBN E/DROP 5ML,4,52.07,4,208.28
899,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204657,FEBREX-PLUS DROP 15ML,4,50.16,4,200.64
900,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204658,FEBREX-PLUS SYP 60ML,4,57.54,4,230.16
901,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204659,FEBREX SYP 60ML,4,14.55,4,58.20
902,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204664,FECONTIN-F 10TAB,4,123.00,40,492.00
903,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204665,FECONTIN-Z 10TAB,4,132.20,40,528.80
904,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01494,PHARMA ASIA DISTRIBUTOR,204669,FEFOL-Z 15CAP,4,111.90,60,447.60
905,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,204675,FELDEX 10TAB,4,0,40,0
906,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204707,FEMIFORTE 30TAB,4,70.96,4,283.84
907,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00339,ABBOTT INDIA LIMITED,204708,FEMILON 21TAB,4,228.00,4,912.00
908,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204720,FENOLIP 145MG 10TAB,4,154.90,40,619.60
909,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S08946,SKITES PHARMA PVT LTD (BHIWANDI),204736,FERIUM 10TAB,4,94.50,40,378.00
910,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204746,FERRADOL FOOD SUPPLEMENT 450GM,4,221.56,4,886.24
911,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204747,FERRADOL FOOD SUPPLEMENT 200GM,4,108.21,4,432.84
912,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01626,RAJ PHARMA,204751,FERSOFT 30TAB,4,65.70,120,262.80
913,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01626,RAJ PHARMA,204752,FERSOFT-Z 30TAB,4,75.30,120,301.20
914,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204759,FERTOMID 25MG 10TAB,4,49.90,40,199.60
915,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204760,FERTOMID 50MG 10TAB,4,0,40,0
916,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204765,FERTYL 10TAB,4,56.70,40,226.80
917,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204766,FERTYL-M 30TAB,4,132.90,120,531.60
918,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,204767,FERTYL-SUPER 5TAB,4,44.55,20,178.20
919,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S18953,SANOFI INDIA LIMITED,204771,FESTAL-N 10TAB,4,87.10,40,348.40
920,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204803,FEXOVA 120MG 10TAB,4,106.60,40,426.40
921,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204804,FEXOVA 180MG 10TAB,4,141.60,40,566.40
922,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204812,FINCAR 10TAB,4,139.70,40,558.80
923,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,204815,FINTOP CREAM 15GM,4,93.12,4,372.48
924,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204823,DIVAINE 50MG 10TAB,4,175.00,40,700.00
925,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12382,DR REDDYS LABORATORIES LTD,204826,FITTY-DENT 4TAB,4,10.36,16,41.44
926,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12382,DR REDDYS LABORATORIES LTD,204827,FITTY-DENT CREAM 20GM,4,311.49,4,1245.96
927,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12382,DR REDDYS LABORATORIES LTD,204828,FITTY-DENT POW 20GM,4,105.86,4,423.44
928,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),204837,FLAGYL SYP 60ML,4,22.72,4,90.88
929,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204841,FLAMAR-MX 10TAB,4,0,40,0
930,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S11098,MANEESH PHARMACEUTICALS LTD,204847,FLANZEN 2.5MG 10TAB,4,30.40,40,121.60
931,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S11098,MANEESH PHARMACEUTICALS LTD,204848,FLANZEN 5MG 10TAB,4,50.60,40,202.40
932,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S06513,ARYAN HOSPICARE,204851,FLATUNA 10TAB,4,57.00,40,228.00
933,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16165,SERVIER INDIA PRIVATE LIMITED,204853,FLAVEDON 20MG 10TAB,4,70.00,40,280.00
934,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S16165,SERVIER INDIA PRIVATE LIMITED,204854,FLAVEDON-MR 10TAB,4,101.80,40,407.20
935,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204885,FLEXON-MR 10TAB,4,17.20,40,68.80
936,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01494,PHARMA ASIA DISTRIBUTOR,204890,FLIXONASE N/SPRAY,4,399.54,4,1598.16
937,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204901,FLOHALE 0.5 RESPULES 2ML,4,42.30,4,169.20
938,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,204910,FLOMIST N/SPRAY,4,280.15,4,1120.60
939,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204911,FLOMON E/DROP 5ML,4,54.11,4,216.44
940,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01766,S R PHARMACEUTICALS,204913,FLOOD 20MG 10CAP,4,0,40,0
941,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204914,FLORICOT 10TAB,4,107.50,40,430.00
942,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01438,PADAM DISTRIBUTORS,204926,FLOROZONE CREM 50GM,4,64.44,4,257.76
943,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01438,PADAM DISTRIBUTORS,204927,FLOROZONE LTN 100ML,4,64.44,4,257.76
944,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05270,ENTOD PHARMACEUTICALS LTD,204941,FLUBI E/DROP 5ML,4,52.38,4,209.52
945,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05270,ENTOD PHARMACEUTICALS LTD,204942,FLUBICHLOR E/DROP 5ML,4,59.82,4,239.28
946,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,204943,FLUBIFEN E/DROP 5ML,4,0,4,0
947,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05921,WALLACE PHARMACEUTICALS PVT LTD,204948,FLUCOLD ORAL DROP 15ML,4,37.29,4,149.16
948,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05921,WALLACE PHARMACEUTICALS PVT LTD,204949,FLUCOLD SYP 60ML,4,29.47,4,117.88
949,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05921,WALLACE PHARMACEUTICALS PVT LTD,204950,FLUCOLD 10TAB,4,26.00,40,104.00
950,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,204958,FLUCORT-N CREAM 20GM,4,67.85,4,271.40
